Long_Asset,Short_Asset,Signal,Max_Loss_bp,MDD_%,Max_Notional_%,Max_Long_%,Max_Short_%
US Tech,US Dow,2.0,0.15,-12.569824355104014,0.011933340972985993,0.005966670486492996,0.005966670486492996
