Type,Pairs,Long,Short,Signal,Signal_Squared,Max_Loss_bp,MDD_%,Max_Notional_%,Max_PerSide_%,Risk_Capacity,TE_Share_%,Sigma_Pair_%,p_from_TE_%,Final_perSide_%,Actual_Loss_bp,Constraint_OK,Limited_by
Single,US Tech vs US Dow,US Tech,US Dow,2.0,4.0,0.15,-12.569824355104098,0.011933340972985915,0.005966670486492957,31.82224259462911,8.000000000000002,15.731648332682013,50.85290384593869,0.005966670486492957,0.075,True,MDD
