Metric,Value
Expected_Return,4.831594597076716e-06
Benchmark_Return,0.0
Active_Return,4.831594597076716e-06
Volatility,7.202195449744092e-06
Tracking_Error,7.202195449744092e-06
Sharpe_Ratio,-2776.2601757931175
Information_Ratio,0.6708502470935293
Max_Drawdown,-1.964430139050318e-05
Cumulative_Return,6.30042921931917e-05
Regime_Score,-0.2712583905168215
Shrinkage_Alpha,0.08407172801011696
Number_of_Views,1.0
