Date,Pair_ID,Pair,Long_Asset,Short_Asset,Size,Direction,Event,Long_Price,Short_Price,Long_Return_%,Short_Return_%,Spread_Return_%,Position_PnL,Position_PnL_bp,Is_Single_Position,Is_Cash_Pair,Entry_Price,Asset_Return_%,Position_Return_%
2025-12-10,P005,JPY vs Cash,JPY,Cash,0.0001,Long-Short,HOLDING,,,0.5647944775651004,0.0,0.5647944775651004,5.647944775651004e-07,0.005647944775651005,False,True,,,
2025-12-11,P013,US Tech vs US Dow,US Tech,US Dow,0.0003,Long-Short,HOLDING,,,-0.32754477091246903,1.3282890223875965,-1.6558337933000655,-4.9675013799001964e-06,-0.049675013799001966,False,False,,,
2025-12-11,SPX Index,US Equity (Long),US Equity,,0.00025,Long,HOLDING,,,,,0.2249065912141246,5.622664780353115e-07,0.005622664780353115,True,False,,0.2249065912141246,0.2249065912141246
2025-12-11,P005,JPY vs Cash,JPY,Cash,0.0001,Long-Short,HOLDING,,,0.26521060842434885,0.0,0.26521060842434885,2.6521060842434885e-07,0.0026521060842434885,False,True,,,
2025-12-12,P013,US Tech vs US Dow,US Tech,US Dow,0.0003,Long-Short,HOLDING,,,-1.9445038598401632,-0.5579945021129906,-1.3865093577271725,-4.159528073181517e-06,-0.04159528073181517,False,False,,,
2025-12-12,SPX Index,US Equity (Long),US Equity,,0.00025,Long,HOLDING,,,,,-1.1075319410764006,-2.768829852691002e-06,-0.02768829852691002,True,False,,-1.1075319410764006,-1.1075319410764006
2025-12-12,P005,JPY vs Cash,JPY,Cash,0.0001,Long-Short,HOLDING,,,-0.14003423058970288,0.0,-0.14003423058970288,-1.400342305897029e-07,-0.001400342305897029,False,True,,,
2025-12-15,P013,US Tech vs US Dow,US Tech,US Dow,0.0003,Long-Short,HOLDING,,,-0.47692704305233313,-0.026818500639513854,-0.4501085424128193,-1.3503256272384577e-06,-0.013503256272384577,False,False,,,
2025-12-15,SPX Index,US Equity (Long),US Equity,,0.00025,Long,HOLDING,,,,,-0.11345752662591524,-2.836438165647881e-07,-0.002836438165647881,True,False,,-0.11345752662591524,-0.11345752662591524
2025-12-15,P005,JPY vs Cash,JPY,Cash,0.0001,Long-Short,HOLDING,,,0.37394827048924384,0.0,0.37394827048924384,3.7394827048924386e-07,0.0037394827048924384,False,True,,,
2025-12-16,P013,US Tech vs US Dow,US Tech,US Dow,0.0003,Long-Short,HOLDING,,,0.18231994659918538,-0.6809599471740202,0.8632798937732056,2.5898396813196165e-06,0.025898396813196164,False,False,,,
2025-12-16,SPX Index,US Equity (Long),US Equity,,0.00025,Long,HOLDING,,,,,-0.3224388099076658,-8.060970247691646e-07,-0.008060970247691646,True,False,,-0.3224388099076658,-0.3224388099076658
2025-12-16,P005,JPY vs Cash,JPY,Cash,0.0001,Long-Short,HOLDING,,,0.3259857187208892,0.0,0.3259857187208892,3.2598571872088925e-07,0.0032598571872088926,False,True,,,
2025-12-17,P013,US Tech vs US Dow,US Tech,US Dow,0.0003,Long-Short,HOLDING,,,-1.870599466963685,-0.46331885894745906,-1.407280608016226,-4.221841824048677e-06,-0.04221841824048678,False,False,,,
2025-12-17,SPX Index,US Equity (Long),US Equity,,0.00025,Long,HOLDING,,,,,-1.0954271430671958,-2.7385678576679893e-06,-0.027385678576679895,True,False,,-1.0954271430671958,-1.0954271430671958
2025-12-17,P005,JPY vs Cash,JPY,Cash,0.0001,Long-Short,HOLDING,,,-0.6189076280365136,0.0,-0.6189076280365136,-6.189076280365136e-07,-0.0061890762803651364,False,True,,,
2025-12-18,P013,US Tech vs US Dow,US Tech,US Dow,0.0003,Long-Short,HOLDING,,,1.4573093488725597,0.16698672455539576,1.290322624317164,3.870967872951492e-06,0.03870967872951492,False,False,,,
2025-12-18,SPX Index,US Equity (Long),US Equity,,0.00025,Long,HOLDING,,,,,0.7693451274808583,1.9233628187021455e-06,0.019233628187021456,True,False,,0.7693451274808583,0.7693451274808583
2025-12-18,P005,JPY vs Cash,JPY,Cash,0.0001,Long-Short,HOLDING,,,0.09341429238673982,0.0,0.09341429238673982,9.341429238673982e-08,0.0009341429238673982,False,True,,,
2025-12-19,P013,US Tech vs US Dow,US Tech,US Dow,0.0003,Long-Short,HOLDING,,,0.4176880125458249,0.21242810702675197,0.20525990551907292,6.157797165572187e-07,0.0061577971655721875,False,False,,,
2025-12-19,SPX Index,US Equity (Long),US Equity,,0.00025,Long,HOLDING,,,,,0.2698336591303141,6.745841478257853e-07,0.006745841478257853,True,False,,0.2698336591303141,0.2698336591303141
2025-12-19,P005,JPY vs Cash,JPY,Cash,0.0001,Long-Short,HOLDING,,,-1.3999066728884735,0.0,-1.3999066728884735,-1.3999066728884736e-06,-0.013999066728884737,False,True,,,
2025-12-22,P013,US Tech vs US Dow,US Tech,US Dow,0.0003,Long-Short,HOLDING,,,2.2260162918641413,1.243628085208659,0.9823882066554823,2.947164619966447e-06,0.02947164619966447,False,False,,,
2025-12-22,SPX Index,US Equity (Long),US Equity,,0.00025,Long,HOLDING,,,,,1.967324550433025,4.918311376082563e-06,0.049183113760825625,True,False,,1.967324550433025,1.967324550433025
2025-12-22,P005,JPY vs Cash,JPY,Cash,0.0001,Long-Short,HOLDING,,,0.44171004890360965,0.0,0.44171004890360965,4.417100489036097e-07,0.0044171004890360965,False,True,,,
2025-12-23,P013,US Tech vs US Dow,US Tech,US Dow,0.0003,Long-Short,HOLDING,,,0.46706691706643877,0.15198816956949468,0.3150787474969441,9.452362424908322e-07,0.009452362424908323,False,False,,,
2025-12-23,SPX Index,US Equity (Long),US Equity,,0.00025,Long,HOLDING,,,,,0.4437069369791935,1.1092673424479837e-06,0.011092673424479838,True,False,,0.4437069369791935,0.4437069369791935
2025-12-23,P005,JPY vs Cash,JPY,Cash,0.0001,Long-Short,HOLDING,,,0.5340034553164674,0.0,0.5340034553164674,5.340034553164674e-07,0.005340034553164674,False,True,,,
2025-12-24,P013,US Tech vs US Dow,US Tech,US Dow,0.0003,Long-Short,HOLDING,,,0.26440934052629483,0.5475575243017117,-0.28314818377541684,-8.494445513262504e-07,-0.008494445513262503,False,False,,,
2025-12-24,SPX Index,US Equity (Long),US Equity,,0.00025,Long,HOLDING,,,,,0.30886366901308193,7.721591725327049e-07,0.007721591725327048,True,False,,0.30886366901308193,0.30886366901308193
2025-12-24,P005,JPY vs Cash,JPY,Cash,0.0001,Long-Short,HOLDING,,,0.18747070770193108,0.0,0.18747070770193108,1.874707077019311e-07,0.0018747070770193108,False,True,,,
2025-12-26,P013,US Tech vs US Dow,US Tech,US Dow,0.0003,Long-Short,HOLDING,,,-0.06665249898571979,-0.06322788553713155,-0.003424613448588243,-1.0273840345764727e-08,-0.00010273840345764727,False,False,,,
2025-12-26,SPX Index,US Equity (Long),US Equity,,0.00025,Long,HOLDING,,,,,-0.046544933762981966,-1.1636233440745492e-07,-0.0011636233440745491,True,False,,-0.046544933762981966,-0.046544933762981966
2025-12-26,P005,JPY vs Cash,JPY,Cash,0.0001,Long-Short,HOLDING,,,-0.4054264774676408,0.0,-0.4054264774676408,-4.0542647746764083e-07,-0.004054264774676408,False,True,,,
2025-12-29,P013,US Tech vs US Dow,US Tech,US Dow,0.0003,Long-Short,HOLDING,,,-0.4775115269736063,-0.5081840075105148,0.03067248053690852,9.201744161072555e-08,0.0009201744161072555,False,False,,,
2025-12-29,SPX Index,US Equity (Long),US Equity,,0.00025,Long,HOLDING,,,,,-0.3474585378085093,-8.686463445212733e-07,-0.008686463445212733,True,False,,-0.3474585378085093,-0.3474585378085093
2025-12-29,P005,JPY vs Cash,JPY,Cash,0.0001,Long-Short,HOLDING,,,0.32879286049787293,0.0,0.32879286049787293,3.2879286049787296e-07,0.0032879286049787297,False,True,,,
2025-12-30,P013,US Tech vs US Dow,US Tech,US Dow,0.0003,Long-Short,HOLDING,,,-0.2505851843937923,-0.20308108884284914,-0.04750409555094315,-1.4251228665282942e-07,-0.0014251228665282942,False,False,,,
2025-12-30,SPX Index,US Equity (Long),US Equity,,0.00025,Long,HOLDING,,,,,-0.15456506110711477,-3.8641265276778694e-07,-0.0038641265276778696,True,False,,-0.15456506110711477,-0.15456506110711477
2025-12-30,P005,JPY vs Cash,JPY,Cash,0.0001,Long-Short,HOLDING,,,-0.21847690387014618,0.0,-0.21847690387014618,-2.184769038701462e-07,-0.0021847690387014618,False,True,,,
2025-12-31,P013,US Tech vs US Dow,US Tech,US Dow,0.0003,Long-Short,HOLDING,,,-0.8510141089181245,-0.6454265159301142,-0.20558759298801021,-6.167627789640306e-07,-0.006167627789640306,False,False,,,
2025-12-31,SPX Index,US Equity (Long),US Equity,,0.00025,Long,HOLDING,,,,,-0.7452208661842485,-1.8630521654606214e-06,-0.018630521654606214,True,False,,-0.7452208661842485,-0.7452208661842485
2025-12-31,P005,JPY vs Cash,JPY,Cash,0.0001,Long-Short,HOLDING,,,-0.20331560838285911,0.0,-0.20331560838285911,-2.0331560838285913e-07,-0.002033156083828591,False,True,,,
2026-01-02,P013,US Tech vs US Dow,US Tech,US Dow,0.0003,Long-Short,HOLDING,,,-0.2808685319217852,0.5792783846408467,-0.8601469165626319,-2.5804407496878956e-06,-0.025804407496878956,False,False,,,
2026-01-02,SPX Index,US Equity (Long),US Equity,,0.00025,Long,HOLDING,,,,,0.11606819006166891,2.9017047515417226e-07,0.0029017047515417227,True,False,,0.11606819006166891,0.11606819006166891
2026-01-02,P005,JPY vs Cash,JPY,Cash,0.0001,Long-Short,HOLDING,,,-0.07835762419684533,0.0,-0.07835762419684533,-7.835762419684534e-08,-0.0007835762419684534,False,True,,,
2026-01-05,P013,US Tech vs US Dow,US Tech,US Dow,0.0003,Long-Short,HOLDING,,,0.7583143754739563,1.2588448247490502,-0.5005304492750939,-1.5015913478252818e-06,-0.015015913478252818,False,False,,,
2026-01-05,SPX Index,US Equity (Long),US Equity,,0.00025,Long,HOLDING,,,,,0.6267661763640353,1.5669154409100883e-06,0.015669154409100883,True,False,,0.6267661763640353,0.6267661763640353
2026-01-05,P005,JPY vs Cash,JPY,Cash,0.0001,Long-Short,HOLDING,,,0.29799247176913735,0.0,0.29799247176913735,2.9799247176913736e-07,0.0029799247176913735,False,True,,,
