Date,Pair_ID,Pair,Long_Asset,Short_Asset,Size,Direction,Event,Long_Price,Short_Price,Long_Return_%,Short_Return_%,Spread_Return_%,Position_PnL,Position_PnL_bp,Is_Single_Position,Is_Cash_Pair,Entry_Price,Asset_Return_%,Position_Return_%
2025-11-11,P013,US Tech vs US Dow,US Tech,US Dow,0.0003,Long-Short,ENTRY,25664.851,47439.4646,-0.0939066429803126,1.2448188548906947,-1.3387254978710073,-4.016176493613021e-06,-0.04016176493613021,False,False,,,
2025-11-12,P013,US Tech vs US Dow,US Tech,US Dow,0.0003,Long-Short,HOLDING,,,-0.0663007127326587,0.7037268373933037,-0.7700275501259624,-2.310082650377887e-06,-0.023100826503778867,False,False,,,
2025-11-13,P013,US Tech vs US Dow,US Tech,US Dow,0.0003,Long-Short,HOLDING,,,-2.064490950778086,-1.6974032418127671,-0.36708770896531906,-1.1012631268959572e-06,-0.011012631268959572,False,False,,,
2025-11-14,P013,US Tech vs US Dow,US Tech,US Dow,0.0003,Long-Short,HOLDING,,,-0.0029886729295935943,-0.6688119124234948,0.6658232394939012,1.9974697184817034e-06,0.019974697184817033,False,False,,,
2025-11-17,P013,US Tech vs US Dow,US Tech,US Dow,0.0003,Long-Short,HOLDING,,,-0.8567785127919003,-1.1941815410023482,0.3374030282104479,1.0122090846313436e-06,0.010122090846313436,False,False,,,
2025-11-18,P013,US Tech vs US Dow,US Tech,US Dow,0.0003,Long-Short,HOLDING,,,-1.1385103902889937,-1.0307510982535129,-0.10775929203548085,-3.232778761064425e-07,-0.003232778761064425,False,False,,,
2025-11-19,P013,US Tech vs US Dow,US Tech,US Dow,0.0003,Long-Short,HOLDING,,,0.5122836262362318,0.051966048848095525,0.4603175773881363,1.3809527321644087e-06,0.013809527321644087,False,False,,,
2025-11-20,SPX Index,US Equity (Long),US Equity,,0.00025,Long,ENTRY,,,,,-0.009148991323715272,-2.287247830928818e-08,-0.0002287247830928818,True,False,6558.1,-0.009148991323715272,-0.009148991323715272
2025-11-20,P013,US Tech vs US Dow,US Tech,US Dow,0.0003,Long-Short,HOLDING,,,-2.3875736952278848,-0.8288608033241052,-1.5587128919037796,-4.676138675711338e-06,-0.04676138675711338,False,False,,,
2025-11-21,P013,US Tech vs US Dow,US Tech,US Dow,0.0003,Long-Short,HOLDING,,,0.7210492509790001,1.0823786142935,-0.36132936331449983,-1.0839880899434994e-06,-0.010839880899434995,False,False,,,
2025-11-21,SPX Index,US Equity (Long),US Equity,,0.00025,Long,HOLDING,,,,,0.9569195577582956,2.3922988943957393e-06,0.023922988943957394,True,False,,0.9569195577582956,0.9569195577582956
2025-11-24,P013,US Tech vs US Dow,US Tech,US Dow,0.0003,Long-Short,HOLDING,,,2.644463187344437,0.4166576714665027,2.227805515877934,6.683416547633802e-06,0.06683416547633803,False,False,,,
2025-11-24,SPX Index,US Equity (Long),US Equity,,0.00025,Long,HOLDING,,,,,1.5256221441788398,3.8140553604470995e-06,0.038140553604470995,True,False,,1.5256221441788398,1.5256221441788398
2025-11-25,P005,JPY vs Cash,JPY,Cash,0.0001,Long-Short,ENTRY,0.006371943060316814,,0.5658703999999792,0.0,0.5658703999999792,5.658703999999793e-07,0.005658703999999793,False,True,,,
2025-11-25,P013,US Tech vs US Dow,US Tech,US Dow,0.0003,Long-Short,HOLDING,,,0.550138787289689,1.4296770864685948,-0.8795382991789058,-2.638614897536717e-06,-0.02638614897536717,False,False,,,
2025-11-25,SPX Index,US Equity (Long),US Equity,,0.00025,Long,HOLDING,,,,,0.8964106379021786,2.2410265947554466e-06,0.022410265947554468,True,False,,0.8964106379021786,0.8964106379021786
2025-11-26,P013,US Tech vs US Dow,US Tech,US Dow,0.0003,Long-Short,HOLDING,,,0.8640449662155492,0.6591915894783806,0.20485337673716852,6.145601302115055e-07,0.006145601302115055,False,False,,,
2025-11-26,SPX Index,US Equity (Long),US Equity,,0.00025,Long,HOLDING,,,,,0.6856890068568822,1.7142225171422055e-06,0.017142225171422054,True,False,,0.6856890068568822,0.6856890068568822
2025-11-26,P005,JPY vs Cash,JPY,Cash,0.0001,Long-Short,HOLDING,,,-0.2652933832709037,0.0,-0.2652933832709037,-2.652933832709037e-07,-0.002652933832709037,False,True,,,
2025-11-28,P013,US Tech vs US Dow,US Tech,US Dow,0.0003,Long-Short,HOLDING,,,0.71041112944501,0.5327437355232778,0.17766739392173214,5.330021817651964e-07,0.005330021817651964,False,False,,,
2025-11-28,SPX Index,US Equity (Long),US Equity,,0.00025,Long,HOLDING,,,,,0.46133567662565156,1.1533391915641288e-06,0.011533391915641289,True,False,,0.46133567662565156,0.46133567662565156
2025-11-28,P005,JPY vs Cash,JPY,Cash,0.0001,Long-Short,HOLDING,,,0.18776404318572304,0.0,0.18776404318572304,1.8776404318572305e-07,0.0018776404318572304,False,True,,,
2025-12-01,P013,US Tech vs US Dow,US Tech,US Dow,0.0003,Long-Short,HOLDING,,,-0.35613374146455934,-0.8189682257084829,0.4628344842439236,1.3885034527317706e-06,0.013885034527317706,False,False,,,
2025-12-01,SPX Index,US Equity (Long),US Equity,,0.00025,Long,HOLDING,,,,,-0.47744004665063455,-1.1936001166265864e-06,-0.011936001166265864,True,False,,-0.47744004665063455,-0.47744004665063455
2025-12-01,P005,JPY vs Cash,JPY,Cash,0.0001,Long-Short,HOLDING,,,0.4685303763860782,0.0,0.4685303763860782,4.685303763860782e-07,0.004685303763860782,False,True,,,
2025-12-02,P013,US Tech vs US Dow,US Tech,US Dow,0.0003,Long-Short,HOLDING,,,0.8457637965834763,0.40547389761784736,0.440289898965629,1.3208696968968869e-06,0.01320869696896887,False,False,,,
2025-12-02,SPX Index,US Equity (Long),US Equity,,0.00025,Long,HOLDING,,,,,0.1977514922913537,4.943787307283843e-07,0.004943787307283843,True,False,,0.1977514922913537,0.1977514922913537
2025-12-02,P005,JPY vs Cash,JPY,Cash,0.0001,Long-Short,HOLDING,,,-0.2798072438986554,0.0,-0.2798072438986554,-2.7980724389865544e-07,-0.0027980724389865545,False,True,,,
2025-12-03,P013,US Tech vs US Dow,US Tech,US Dow,0.0003,Long-Short,HOLDING,,,0.20112473638991268,0.8623590779067714,-0.6612343415168587,-1.9837030245505758e-06,-0.019837030245505757,False,False,,,
2025-12-03,SPX Index,US Equity (Long),US Equity,,0.00025,Long,HOLDING,,,,,0.31797083439932816,7.949270859983204e-07,0.007949270859983204,True,False,,0.31797083439932816,0.31797083439932816
2025-12-03,P005,JPY vs Cash,JPY,Cash,0.0001,Long-Short,HOLDING,,,0.4053000779423277,0.0,0.4053000779423277,4.053000779423277e-07,0.004053000779423277,False,True,,,
2025-12-04,P013,US Tech vs US Dow,US Tech,US Dow,0.0003,Long-Short,HOLDING,,,-0.13543798109714178,-0.07924260749885281,-0.05619537359828897,-1.685861207948669e-07,-0.001685861207948669,False,False,,,
2025-12-04,SPX Index,US Equity (Long),US Equity,,0.00025,Long,HOLDING,,,,,0.06922180122412858,1.7305450306032143e-07,0.0017305450306032144,True,False,,0.06922180122412858,0.06922180122412858
2025-12-04,P005,JPY vs Cash,JPY,Cash,0.0001,Long-Short,HOLDING,,,0.09315323707499434,0.0,0.09315323707499434,9.315323707499435e-08,0.0009315323707499435,False,True,,,
2025-12-05,P013,US Tech vs US Dow,US Tech,US Dow,0.0003,Long-Short,HOLDING,,,0.4263789015620967,0.17739377243508603,0.24898512912701065,7.469553873810319e-07,0.007469553873810319,False,False,,,
2025-12-05,SPX Index,US Equity (Long),US Equity,,0.00025,Long,HOLDING,,,,,0.1674736957075762,4.186842392689405e-07,0.004186842392689405,True,False,,0.1674736957075762,0.1674736957075762
2025-12-05,P005,JPY vs Cash,JPY,Cash,0.0001,Long-Short,HOLDING,,,-0.13959981386690856,0.0,-0.13959981386690856,-1.3959981386690856e-07,-0.0013959981386690856,False,True,,,
2025-12-08,P013,US Tech vs US Dow,US Tech,US Dow,0.0003,Long-Short,HOLDING,,,-0.2642623970153912,-0.433324305743632,0.16906190872824078,5.071857261847223e-07,0.005071857261847223,False,False,,,
2025-12-08,SPX Index,US Equity (Long),US Equity,,0.00025,Long,HOLDING,,,,,-0.3271180896303516,-8.177952240758791e-07,-0.00817795224075879,True,False,,-0.3271180896303516,-0.3271180896303516
2025-12-08,P005,JPY vs Cash,JPY,Cash,0.0001,Long-Short,HOLDING,,,-0.388319353836597,0.0,-0.388319353836597,-3.8831935383659703e-07,-0.0038831935383659704,False,True,,,
2025-12-09,P013,US Tech vs US Dow,US Tech,US Dow,0.0003,Long-Short,HOLDING,,,0.13930018703240954,-0.37662419182725726,0.5159243788596668,1.5477731365790002e-06,0.015477731365790002,False,False,,,
2025-12-09,SPX Index,US Equity (Long),US Equity,,0.00025,Long,HOLDING,,,,,-0.10939722131058094,-2.7349305327645234e-07,-0.0027349305327645235,True,False,,-0.10939722131058094,-0.10939722131058094
2025-12-09,P005,JPY vs Cash,JPY,Cash,0.0001,Long-Short,HOLDING,,,-0.6081397162014612,0.0,-0.6081397162014612,-6.081397162014613e-07,-0.006081397162014613,False,True,,,
2025-12-10,P013,US Tech vs US Dow,US Tech,US Dow,0.0003,Long-Short,HOLDING,,,0.3822994387104872,1.0375317665343609,-0.6552323278238736,-1.9656969834716206e-06,-0.019656969834716206,False,False,,,
2025-12-10,SPX Index,US Equity (Long),US Equity,,0.00025,Long,HOLDING,,,,,0.6351987734092734,1.5879969335231837e-06,0.015879969335231836,True,False,,0.6351987734092734,0.6351987734092734
